city,state_id,state_name,county_name,lat,lng,population,density,zips
Aiken,SC,South Carolina,Aiken,33.5303,-81.7271,32014,576.2,29801 29803 29802
Marrero,LA,Louisiana,Jefferson,29.8871,-90.1126,32003,1716.3,70072
Pullman,WA,Washington,Whitman,46.7336,-117.168,31972,1109.8,99163 99164
Franklin Square,NY,New York,Nassau,40.7002,-73.6775,31969,4286,11010
Long Branch,NJ,New Jersey,Monmouth,40.2965,-73.9915,31932,2406,7740
San Pablo,CA,California,Contra Costa,37.9629,-122.3426,31907,4694.2,94806
Centereach,NY,New York,Suffolk,40.8681,-73.0821,31889,1380.7,11720
Maryville,TN,Tennessee,Blount,35.7468,-83.9789,31876,712.8,37804 37803 37801 37802
Cleburne,TX,Texas,Johnson,32.3568,-97.4151,31849,372.4,76033 76031
Atwater,CA,California,Merced,37.3529,-120.5959,31841,1872.1,95301
Carlsbad,NM,New Mexico,Eddy,32.401,-104.2388,31755,389,88220 88221
Duluth,GA,Georgia,Gwinnett,34.0053,-84.1492,31742,1208.9,30097 30096 30098
Laramie,WY,Wyoming,Albany,41.3099,-105.6085,31735,667.4,82072 82070
Bangor,ME,Maine,Penobscot,44.8323,-68.7906,31705,357.3,04401 04402
Dania Beach,FL,Florida,Broward,26.0593,-80.1637,31700,1562.2,33004 33312
Garner,NC,North Carolina,Wake,35.6936,-78.6181,31684,669.5,27529 27603 27699
West Bend,WI,Wisconsin,Washington,43.4173,-88.1818,31682,787.2,53090 53095
Naugatuck,CT,Connecticut,Naugatuck Valley,41.489,-73.0518,31653,745.9,6770
Mundelein,IL,Illinois,Lake,42.2693,-88.0102,31583,1266.4,60060
Holladay,UT,Utah,Salt Lake,40.66,-111.8226,31563,1432.7,84117 84121 84124
Lawndale,CA,California,Los Angeles,33.8884,-118.3531,31553,6177.3,90260 90261
Lake Magdalene,FL,Florida,Hillsborough,28.0875,-82.4791,31546,1188.2,33618 33613 33612 33682 33694
Oak Ridge,TN,Tennessee,Anderson,35.9639,-84.2938,31535,142.8,37830 37831
Milford Mill,MD,Maryland,Baltimore,39.3444,-76.7668,31513,1752,21244
Prosper,TX,Texas,Collin,33.2394,-96.8087,31507,482.8,75078
Oceanside,NY,New York,Nassau,40.6328,-73.6364,31488,2466.1,11572
Cornelius,NC,North Carolina,Mecklenburg,35.4724,-80.8813,31396,957.7,28031
Shawnee,OK,Oklahoma,Pottawatomie,35.3531,-96.9647,31391,313.9,74804 74801 74802
New Bern,NC,North Carolina,Craven,35.0955,-77.0723,31373,425.7,28560 28562 28561
Opelika,AL,Alabama,Lee,32.6612,-85.3769,31361,198,36801 36804 36803
Ithaca,NY,New York,Tompkins,42.4442,-76.5032,31359,2246.8,14853 14850 14851
Nicholasville,KY,Kentucky,Jessamine,37.8906,-84.5668,31352,817.5,40356 40340
Redan,GA,Georgia,DeKalb,33.7394,-84.1644,31326,1495.3,30058 30088 30074
Bel Air North,MD,Maryland,Harford,39.5543,-76.3732,31308,757,21050 21015 21014
Port Chester,NY,New York,Westchester,41.0051,-73.668,31288,5188.8,10573
La Verne,CA,California,Los Angeles,34.1207,-117.7703,31239,1432.1,91750
LaGrange,GA,Georgia,Troup,33.0274,-85.0384,31173,284.8,30240 30241
Laguna Hills,CA,California,Orange,33.5918,-117.6991,31170,1837.8,92653
Middle River,MD,Maryland,Baltimore,39.3436,-76.4253,31155,942.9,21220
Orcutt,CA,California,Santa Barbara,34.8691,-120.4222,31137,1110.8,93455 93457
Los Altos,CA,California,Santa Clara,37.3684,-122.0965,31133,1838.1,94022 94024 94023
West Falls Church,VA,Virginia,Fairfax,38.8648,-77.1878,31121,2407.2,22042
North Royalton,OH,Ohio,Cuyahoga,41.3138,-81.745,31120,561.6,44133
Sterling,VA,Virginia,Loudoun,39.0052,-77.405,31058,2198.9,20164 20167
Hopkinsville,KY,Kentucky,Christian,36.8381,-87.4775,31042,376.6,42240 42221 42241
Springfield,VA,Virginia,Fairfax,38.781,-77.1839,31022,1526.7,22151 22150 22156 22159 22161 22313
Alamogordo,NM,New Mexico,Otero,32.8837,-105.9625,30996,554.8,88310
Burlingame,CA,California,San Mateo,37.5859,-122.3667,30995,2724.1,94010 94011
Bethany,OR,Oregon,Washington,45.5614,-122.837,30983,2198.2,97229
Lakeside,FL,Florida,Clay,30.1356,-81.7674,30973,888.9,32068 32065 32073 32030
Ballwin,MO,Missouri,St. Louis,38.595,-90.55,30948,1330.5,63021 63011 63022 63024
SeaTac,WA,Washington,King,47.4444,-122.2986,30927,1186.5,98158 98148 98198 98168 98188 98131
West Odessa,TX,Texas,Ector,31.8389,-102.5003,30904,192,79763 79764 79760
North Chicago,IL,Illinois,Lake,42.3172,-87.8595,30890,1491.7,60088 60064 60086
Westfield,NJ,New Jersey,Union,40.6516,-74.3432,30839,1770.8,7090
Zionsville,IN,Indiana,Boone,39.9897,-86.3182,30832,177.1,46052 46077 46075
Santa Paula,CA,California,Ventura,34.3545,-119.0656,30788,2149.5,93060 93061
Southlake,TX,Texas,Tarrant,32.9545,-97.1503,30779,544.3,76092
Saratoga,CA,California,Santa Clara,37.2684,-122.0263,30771,929.7,95070 95071
Northport,AL,Alabama,Tuscaloosa,33.2586,-87.5993,30714,666.4,35473 35475 35476 35452
Newark,DE,Delaware,New Castle,39.6776,-75.7576,30655,1249.3,19713 19711 19717 19716 19715 19725 19726
Niles,IL,Illinois,Cook,42.0278,-87.8099,30637,2022.7,60714 60701
Eagle,ID,Idaho,Ada,43.7223,-116.3866,30635,375.8,83616
Gurnee,IL,Illinois,Lake,42.3708,-87.9392,30629,875.3,60031
Miami Lakes,FL,Florida,Miami-Dade,25.9125,-80.3214,30621,2089.9,33014 33016 33018 33002
Bay Shore,NY,New York,Suffolk,40.7288,-73.2495,30553,2077.5,11706
Parkville,MD,Maryland,Baltimore,39.3832,-76.5519,30520,2750.2,21234
San Carlos,CA,California,San Mateo,37.4982,-122.2677,30490,2175.2,94070
North Tonawanda,NY,New York,Niagara,43.0457,-78.8659,30479,1166,14120
Lawrenceville,GA,Georgia,Gwinnett,33.9523,-83.9932,30465,852.7,30046 30049
Princeton,NJ,New Jersey,Mercer,40.3562,-74.6693,30450,655.1,08544 08540 08542 08541
New Smyrna Beach,FL,Florida,Volusia,29.0249,-80.9652,30449,310.9,32169 32168 32170
Erie,CO,Colorado,Weld,40.0404,-105.0399,30447,572.1,80516
Austintown,OH,Ohio,Mahoning,41.0932,-80.7405,30397,1010.2,44515 44511
Sanford,NC,North Carolina,Lee,35.4875,-79.177,30373,396.6,27330 27332 27331
Eldersburg,MD,Maryland,Carroll,39.4041,-76.9528,30357,294.4,21784 21104
Seguin,TX,Texas,Guadalupe,29.5891,-97.9676,30318,296.3,78155 78156
Liberty,MO,Missouri,Clay,39.2394,-94.4191,30299,402.9,64068 64069
Bella Vista,AR,Arkansas,Benton,36.4667,-94.2707,30297,258.2,72714 72715
Drexel Heights,AZ,Arizona,Pima,32.1453,-111.048,30254,606.9,85757 85746
Highland Park,IL,Illinois,Lake,42.1823,-87.8104,30209,953.4,60035 60037
Middletown,NY,New York,Orange,41.4459,-74.4236,30169,2195.5,10940
Bowling Green,OH,Ohio,Wood,41.3776,-83.6495,30157,905.2,43402 43403
Granger,IN,Indiana,St. Joseph,41.7374,-86.1348,30019,469.6,46635 46545 46530
Monterey,CA,California,Monterey,36.5919,-121.8808,30007,1340.2,93943 93944 93940
Winter Park,FL,Florida,Orange,28.5989,-81.3442,29985,1320.9,32792 32789 32790
East Niles,CA,California,Kern,35.3683,-118.9225,29981,2121.1,93306 93307
Chamblee,GA,Georgia,DeKalb,33.8842,-84.3007,29980,1504.6,30341 30345 30366 39901
Vero Beach South,FL,Florida,Indian River,27.6132,-80.4163,29965,981.7,32968 32966 32962 32960
Southgate,MI,Michigan,Wayne,42.2047,-83.2057,29948,1682,48195
Banning,CA,California,Riverside,33.946,-116.8992,29929,497.3,92220
Galesburg,IL,Illinois,Knox,40.9506,-90.3763,29923,650.5,61401 61402
Algonquin,IL,Illinois,McHenry,42.1629,-88.3159,29888,930,60102
Gloucester,MA,Massachusetts,Essex,42.626,-70.6897,29830,439.7,01930 01931
Fitchburg,WI,Wisconsin,Dane,42.9859,-89.4255,29826,329.8,53575 53719 53711 53713 53744
Fleming Island,FL,Florida,Clay,30.0988,-81.7124,29810,726.7,32003 32006
Raytown,MO,Missouri,Jackson,38.9944,-94.4641,29772,1157.7,64133 64138
San Lorenzo,CA,California,Alameda,37.6733,-122.1332,29759,3772.6,94541 94580
Atascadero,CA,California,San Luis Obispo,35.4827,-120.6858,29758,440.7,93422 93423
Morrisville,NC,North Carolina,Wake,35.8368,-78.8348,29756,1301.5,27560
Fridley,MN,Minnesota,Anoka,45.0841,-93.2595,29731,1129.4,55421 55432
Summerlin South,NV,Nevada,Clark,36.1242,-115.3324,29724,1185,89135
Paragould,AR,Arkansas,Greene,36.0555,-90.5149,29690,360.8,72450 72451
Hazleton,PA,Pennsylvania,Luzerne,40.9505,-75.9725,29671,1918.3,18201
Rahway,NJ,New Jersey,Union,40.6077,-74.2807,29664,2939.6,7065
Lathrop,CA,California,San Joaquin,37.809,-121.3131,29633,577.1,95330 95231
Matthews,NC,North Carolina,Mecklenburg,35.1195,-80.7101,29613,668.1,28105 28106
Laurel,MD,Maryland,Prince George's,39.0949,-76.8622,29581,2374.1,20707 20725 20797
Schererville,IN,Indiana,Lake,41.4861,-87.4442,29573,755.4,46375 46307
Hobart,IN,Indiana,Lake,41.514,-87.2729,29573,436,46342 46410
Burton,MI,Michigan,Genesee,42.9974,-83.6175,29568,488.8,48529 48509 48519
Eastern Goleta Valley,CA,California,Santa Barbara,34.4448,-119.7879,29563,687.8,93111 93110 93160
East Palo Alto,CA,California,San Mateo,37.4671,-122.1352,29520,4508.7,94303
Central,LA,Louisiana,East Baton Rouge,30.5593,-91.0369,29518,183.1,70770 70791 70714 70739 70819 70818
Hutto,TX,Texas,Williamson,30.5396,-97.544,29498,829.3,78634
Fountain,CO,Colorado,El Paso,38.6886,-104.6829,29498,510.8,80817
Garfield Heights,OH,Ohio,Cuyahoga,41.4199,-81.6038,29497,1575.3,44125 44105
Oak Park,MI,Michigan,Oakland,42.4649,-83.1824,29495,2212.6,48237
Greenville,MS,Mississippi,Washington,33.385,-91.0514,29495,423.4,38701 38703 38702 38704
Melrose,MA,Massachusetts,Middlesex,42.4556,-71.059,29477,2430.2,2176
Texarkana,AR,Arkansas,Miller,33.436,-93.9959,29404,270.4,71854
Golden Gate,FL,Florida,Collier,26.1844,-81.7031,29400,2907.2,34116
Brownsburg,IN,Indiana,Hendricks,39.8337,-86.383,29379,675.9,46234 46112
Bluffton,SC,South Carolina,Beaufort,32.2135,-80.9316,29375,218.2,29910
Crofton,MD,Maryland,Anne Arundel,39.0144,-76.68,29358,1714.5,21054 21114
Carney,MD,Maryland,Baltimore,39.405,-76.5235,29352,1617.6,21234
Suisun City,CA,California,Solano,38.2473,-122.0091,29350,2829.2,94585
Anderson,SC,South Carolina,Anderson,34.5211,-82.6478,29345,715.8,29625 29621 29624 29622
Jacksonville,AR,Arkansas,Pulaski,34.8807,-92.1304,29332,395.3,72099 72076 72078
Kirkwood,MO,Missouri,St. Louis,38.5788,-90.4203,29309,1232.4,63122
Sun City Center,FL,Florida,Hillsborough,27.715,-82.3569,29290,717.6,33598 33573
Magna,UT,Utah,Salt Lake,40.7634,-112.1599,29275,567.6,84044
Oakleaf Plantation,FL,Florida,Clay,30.1689,-81.8337,29265,688,32068 32065 32073
Perry Hall,MD,Maryland,Baltimore,39.4068,-76.478,29255,1628.2,21234 21128 21236
East Lake-Orient Park,FL,Florida,Hillsborough,27.997,-82.3653,29243,714,33637 33619 33617 33610 33601 33680
Drexel Hill,PA,Pennsylvania,Delaware,39.9495,-75.3038,29231,3529.2,19026
Orchards,WA,Washington,Clark,45.689,-122.5306,29214,2107.2,98682
Washington,UT,Utah,Washington,37.1303,-113.4878,29161,311.7,84780 84771
Shaker Heights,OH,Ohio,Cuyahoga,41.4744,-81.5496,29157,1789.4,44120 44122
McDonough,GA,Georgia,Henry,33.4397,-84.1505,29134,840.8,30253 30252
Burbank,IL,Illinois,Cook,41.7444,-87.7686,29122,2696.6,60459
Englewood,NJ,New Jersey,Bergen,40.8917,-73.9736,29109,2281.8,7631
Danville,IL,Illinois,Vermilion,40.1426,-87.6111,29100,629.2,61834 61832
Casselberry,FL,Florida,Seminole,28.6624,-81.3217,29092,1611.9,32707 32718
Mehlville,MO,Missouri,St. Louis,38.5018,-90.3149,29089,1502.1,63129 63125
Lake in the Hills,IL,Illinois,McHenry,42.1913,-88.3477,28958,1095.6,60156
Laplace,LA,Louisiana,St. John the Baptist,30.0731,-90.4758,28956,535,70068 70069
Russellville,AR,Arkansas,Pope,35.2762,-93.1383,28946,394.9,72802 72801 72811
Greenville,TX,Texas,Hunt,33.1116,-96.1099,28923,345.9,75401 75402
Haines City,FL,Florida,Polk,28.1102,-81.6157,28922,475.9,33844 33837 33845
Easton,PA,Pennsylvania,Northampton,40.6858,-75.2209,28883,2615.7,18042 18045 18043 18044
Ruskin,FL,Florida,Hillsborough,27.7065,-82.4209,28878,611.6,33570 33571 33575
Stockbridge,GA,Georgia,Henry,33.5254,-84.2295,28858,813.3,30253 30281
Jeffersontown,KY,Kentucky,Jefferson,38.2049,-85.5701,28796,1051.5,40299 40220 40223 40224
Bixby,OK,Oklahoma,Tulsa,35.9454,-95.8776,28731,431.6,74008
Independence,KY,Kentucky,Kenton,38.951,-84.5492,28722,625.2,41051
Harrison,NY,New York,Westchester,41.0236,-73.7193,28721,661.4,10580 10577 10604 10528
Lansing,IL,Illinois,Cook,41.5648,-87.5462,28713,1485.6,60438
Jamestown,NY,New York,Chautauqua,42.0976,-79.2367,28679,1244.2,14701 14702
Statesville,NC,North Carolina,Iredell,35.7842,-80.8713,28576,435.7,28625 28677 28687
Madison Heights,MI,Michigan,Oakland,42.5073,-83.1034,28521,1554,48071
Monroeville,PA,Pennsylvania,Allegheny,40.4262,-79.7605,28517,558.5,15140 15146
Enterprise,AL,Alabama,Coffee,31.3275,-85.8463,28513,355.6,36330 36331
Frankfort,KY,Kentucky,Franklin,38.1924,-84.8643,28460,744,40601 40603 40618 40619 40620 40621 40622
South Laurel,MD,Maryland,Prince George's,39.0603,-76.8456,28427,1359.7,20708 20709 20726
Forest Hills,MI,Michigan,Kent,42.9577,-85.4895,28425,222.6,49301 49546 49355 49356 49357 49516
Short Pump,VA,Virginia,Henrico,37.6549,-77.6201,28400,1222.9,23059 23233
Allen Park,MI,Michigan,Wayne,42.2595,-83.2107,28395,1567.4,48101
Aberdeen,SD,South Dakota,Brown,45.4649,-98.4686,28388,663.6,57401
New Iberia,LA,Louisiana,Iberia,30.0049,-91.8202,28363,983,70560 70563 70562
Clarksburg,MD,Maryland,Montgomery,39.2246,-77.2659,28337,1133.9,20841 20876 20871
Glen Ellyn,IL,Illinois,DuPage,41.8666,-88.0629,28304,1585.7,60137 60138
Monsey,NY,New York,Rockland,41.1181,-74.0682,28287,4763.8,10952 10977
Northampton,MA,Massachusetts,Hampshire,42.3266,-72.6745,28245,318.5,01060 01062 01063 01053 01061
Temescal Valley,CA,California,Riverside,33.7581,-117.4677,28227,563.6,92883
Bergenfield,NJ,New Jersey,Bergen,40.9236,-73.9982,28223,3752.2,7621
Walnut,CA,California,Los Angeles,34.0334,-117.8593,28212,1211.8,91789 91788
Eagle Pass,TX,Texas,Maverick,28.7125,-100.484,28166,1154.4,78852
Henderson,KY,Kentucky,Henderson,37.8397,-87.5798,28166,644.6,42420 42419
Glen Cove,NY,New York,Nassau,40.8709,-73.6287,28132,1631.4,11542
Ridgecrest,CA,California,Kern,35.6308,-117.6622,28118,520.4,93555 93556
Maryland Heights,MO,Missouri,St. Louis,38.7189,-90.4749,28099,495.8,63043 63146
Converse,TX,Texas,Bexar,29.5091,-98.3084,28052,1146.8,78109
Oakdale,MN,Minnesota,Washington,44.9876,-92.9641,28029,987.4,55128
Twentynine Palms,CA,California,San Bernardino,34.1478,-116.0659,28006,184.1,92277 92278
Lake Jackson,TX,Texas,Brazoria,29.0516,-95.4521,27954,546.9,77515 77566
Garden City,KS,Kansas,Finney,37.9753,-100.8527,27933,988.4,67846
Maple Valley,WA,Washington,King,47.3659,-122.0368,27889,1793.4,98038
Daphne,AL,Alabama,Baldwin,30.6263,-87.8816,27861,563.8,36527 36526
Hamtramck,MI,Michigan,Wayne,42.3954,-83.0559,27842,5143.9,48211 48212
Sachse,TX,Texas,Dallas,32.9726,-96.5793,27829,1101.4,75048
Belmont,CA,California,San Mateo,37.5154,-122.2953,27820,2320.2,94002
Rockledge,FL,Florida,Brevard,28.3203,-80.736,27808,812.2,32955 32926 32956
Tualatin,OR,Oregon,Washington,45.3772,-122.7748,27804,1278.3,97062
Wilmette,IL,Illinois,Cook,42.0771,-87.7282,27801,1987.2,60091
Williston,ND,North Dakota,Williams,48.1814,-103.6364,27783,462.5,58801 58802 58803
Ramsey,MN,Minnesota,Anoka,45.2617,-93.4494,27774,371.6,55303
Chaska,MN,Minnesota,Carver,44.8164,-93.6091,27764,629.7,55318
Williamsport,PA,Pennsylvania,Lycoming,41.2399,-77.037,27755,1220.9,17701 17703 17705
Immokalee,FL,Florida,Collier,26.4253,-81.4251,27753,471.6,34142 34143
Dodge City,KS,Kansas,Ford,37.7611,-100.0182,27721,726.1,67801
Clinton,MS,Mississippi,Hinds,32.354,-90.3403,27668,255.1,39058 39056
Huntley,IL,Illinois,McHenry,42.1599,-88.433,27652,728.7,60142
Mount Pleasant,WI,Wisconsin,Racine,42.7129,-87.8876,27640,315,53405 53406 53403 53177
Tysons,VA,Virginia,Fairfax,38.9215,-77.2273,27617,2500,22102 22182
Reisterstown,MD,Maryland,Baltimore,39.455,-76.814,27616,2094,21117 21136
Prior Lake,MN,Minnesota,Scott,44.7246,-93.4419,27608,654.3,55372 55379
New London,CT,Connecticut,Southeastern Connecticut,41.3502,-72.1022,27596,1900.4,6320
Madison,MS,Mississippi,Madison,32.4738,-90.13,27595,422,39110 39130
Homewood,AL,Alabama,Jefferson,33.4619,-86.809,27557,1287.8,35229 35209 35219 35293
Fortuna Foothills,AZ,Arizona,Yuma,32.6616,-114.3974,27552,265.4,85367
Marion,IN,Indiana,Grant,40.5497,-85.6604,27528,676.9,46953 46952
Millville,NJ,New Jersey,Cumberland,39.3903,-75.0561,27523,253,8332
Marshalltown,IA,Iowa,Marshall,42.0343,-92.9068,27511,553.3,50158
McHenry,IL,Illinois,McHenry,42.3387,-88.2932,27493,728.8,60050
Lemon Grove,CA,California,San Diego,32.7331,-117.0344,27482,2735.7,91945 91946
Crestview,FL,Florida,Okaloosa,30.7477,-86.5785,27427,621.8,32536 32539
Mililani Town,HI,Hawaii,Honolulu,21.4465,-158.0147,27423,2640.9,96789
Chicago Heights,IL,Illinois,Cook,41.51,-87.6345,27366,1027.6,60411 60412
Kent,OH,Ohio,Portage,41.149,-81.361,27336,1144.4,44240 44243 44242
Green,OH,Ohio,Summit,40.9483,-81.4757,27333,329.5,44685 44216 44312 44319 44232 44720
Alvin,TX,Texas,Brazoria,29.3872,-95.2938,27325,435.1,77511 77583 77512
Balch Springs,TX,Texas,Dallas,32.7194,-96.6151,27322,1168.9,75180 75181
Neenah,WI,Wisconsin,Winnebago,44.1669,-88.4767,27309,1112.3,54956 54957
Deer Park,NY,New York,Suffolk,40.7623,-73.3218,27304,1709,11729
Ilchester,MD,Maryland,Howard,39.2187,-76.7683,27300,980,21043 21075
Mason City,IA,Iowa,Cerro Gordo,43.1487,-93.1997,27271,378,50401 50402
Citrus Park,FL,Florida,Hillsborough,28.073,-82.5628,27260,1035.5,33625 33556
Pearl,MS,Mississippi,Rankin,32.273,-90.0918,27255,412.9,39208
New Lenox,IL,Illinois,Will,41.5095,-87.9703,27242,667.9,60451
Kahului,HI,Hawaii,Maui,20.8715,-156.4603,27233,730.9,96732 96733
Fremont,NE,Nebraska,Dodge,41.4395,-96.4873,27230,973.9,68025 68026
Holbrook,NY,New York,Suffolk,40.7944,-73.07,27220,1526.9,11741
Garden City,MI,Michigan,Wayne,42.3244,-83.3412,27203,1791.5,48135 48136
Oak Forest,IL,Illinois,Cook,41.6054,-87.7527,27199,1743.1,60452
Ewa Gentry,HI,Hawaii,Honolulu,21.3344,-158.0262,27198,4932.6,96706
West Islip,NY,New York,Suffolk,40.7041,-73.2954,27192,1722.9,11795
Kernersville,NC,North Carolina,Forsyth,36.1065,-80.0842,27177,579.7,27284 27285
West Linn,OR,Oregon,Clackamas,45.367,-122.6399,27167,1411.8,97068
Lindenhurst,NY,New York,Suffolk,40.6858,-73.371,27139,2796.6,11757
Thomasville,NC,North Carolina,Davidson,35.8813,-80.0807,27130,624.7,27360 27361
Asheboro,NC,North Carolina,Randolph,35.7158,-79.8127,27117,553.9,27205 27203
Lochearn,MD,Maryland,Baltimore,39.3461,-76.7307,27078,1870.1,21208 21207
Benicia,CA,California,Solano,38.0725,-122.1526,27040,814.8,94510
Leisure City,FL,Florida,Miami-Dade,25.4935,-80.4363,27033,3199.5,33033
Plum,PA,Pennsylvania,Allegheny,40.5024,-79.7495,27032,365.3,15139 15068 15239 15147 15268
Granite City,IL,Illinois,Madison,38.7296,-90.1268,27026,548.8,62048 62040
Wooster,OH,Ohio,Wayne,40.8172,-81.9336,27021,602.3,44691
Gladstone,MO,Missouri,Clay,39.2134,-94.5592,26964,1288.5,64118 64119
Lemoore,CA,California,Kings,36.2949,-119.7983,26955,1180.7,93245
Wheeling,WV,West Virginia,Ohio,40.0752,-80.6951,26900,754,26003
Union City,GA,Georgia,Fulton,33.5942,-84.5629,26869,527.3,30349 30291 30213 31192
Paducah,KY,Kentucky,McCracken,37.0711,-88.644,26869,510.5,42003 42001 42002
Shoreview,MN,Minnesota,Ramsey,45.0842,-93.1358,26846,962.7,55126
Clayton,NC,North Carolina,Johnston,35.659,-78.4498,26837,642.9,27520 27527 27528
Temple Terrace,FL,Florida,Hillsborough,28.0436,-82.3773,26818,1369.9,33637 33617 33687
Ives Estates,FL,Florida,Miami-Dade,25.9632,-80.183,26814,4062.8,33179
West Melbourne,FL,Florida,Brevard,28.0694,-80.6736,26762,951.5,32904
Vernon Hills,IL,Illinois,Lake,42.234,-87.9608,26750,1334.2,60061
Palm Springs,FL,Florida,Palm Beach,26.6348,-80.0969,26692,2449.6,33406 33461
Auburn,NY,New York,Cayuga,42.9338,-76.5685,26674,1235.6,13021 13024 13022
South Portland,ME,Maine,Cumberland,43.631,-70.2895,26656,854.6,4106
Horn Lake,MS,Mississippi,DeSoto,34.9512,-90.0501,26652,642.1,38637
Sun City West,AZ,Arizona,Maricopa,33.6695,-112.3573,26639,862.4,85375 85376
Edwardsville,IL,Illinois,Madison,38.7922,-89.9874,26622,516.4,62026 62025
Carrollton,GA,Georgia,Carroll,33.5818,-85.0838,26622,457.1,30118 30116 30117 30109 30112
Plainview,NY,New York,Nassau,40.7832,-73.4732,26620,1795.6,11803
South Pasadena,CA,California,Los Angeles,34.1103,-118.1573,26583,3010.9,91030 91031
Paramus,NJ,New Jersey,Bergen,40.9455,-74.0712,26582,982.6,07652 07653
Superior,WI,Wisconsin,Douglas,46.6941,-92.0823,26562,280,54880 54874
Sanger,CA,California,Fresno,36.699,-119.5575,26553,1777.7,93657
Cabot,AR,Arkansas,Lonoke,34.9766,-92.0274,26543,494.4,72023
Mint Hill,NC,North Carolina,Mecklenburg,35.1783,-80.6528,26537,419.7,28227
Eureka,CA,California,Humboldt,40.7943,-124.1564,26519,1070.3,95503 95501 95521 95502 95534
Brawley,CA,California,Imperial,32.9783,-115.5287,26509,1260.9,92227
Shirley,NY,New York,Suffolk,40.7936,-72.8748,26498,904.3,11967
Troy,OH,Ohio,Miami,40.0437,-84.2186,26494,837.8,45373 45374
Elmira,NY,New York,Chemung,42.0938,-76.8097,26494,1410.5,14901 14905 14904 14902
Apollo Beach,FL,Florida,Hillsborough,27.7618,-82.4003,26444,518.8,33573 33572 33570
Owatonna,MN,Minnesota,Steele,44.0912,-93.2312,26400,673.5,55060
Camas,WA,Washington,Clark,45.6005,-122.4304,26387,722.5,98607
East Chicago,IN,Indiana,Lake,41.6469,-87.4545,26363,718.1,46312
Batavia,IL,Illinois,Kane,41.8479,-88.3109,26355,950.5,60539 60510
Windsor,CA,California,Sonoma,38.5422,-122.8089,26320,1366.6,95492
Wasco,CA,California,Kern,35.5938,-119.3671,26317,1082.4,93280
South Salt Lake,UT,Utah,Salt Lake,40.7057,-111.8986,26315,1463.8,84119 84115 84165 84190
Wright,FL,Florida,Okaloosa,30.4445,-86.6419,26272,1846.2,32548 32547
Pooler,GA,Georgia,Chatham,32.1043,-81.2569,26264,366,31322
Woodburn,OR,Oregon,Marion,45.1472,-122.8603,26222,1728.1,97071
Athens,AL,Alabama,Limestone,34.7843,-86.9503,26179,248.9,35611 35613 35612
Forest Grove,OR,Oregon,Washington,45.5243,-123.1097,26160,1714.5,97116
Imperial Beach,CA,California,San Diego,32.5693,-117.118,26157,2353.8,91932 91933
Austin,MN,Minnesota,Mower,43.6721,-92.9784,26156,760.1,55912
Lockport,IL,Illinois,Will,41.5906,-88.0293,26119,868.3,60441
Terrytown,LA,Louisiana,Jefferson,29.9014,-90.0279,26105,2750.9,70056
Medina,OH,Ohio,Medina,41.1358,-81.8695,26092,869.7,44256
Woodstock,IL,Illinois,McHenry,42.3096,-88.4353,26084,763.7,60098
Winona,MN,Minnesota,Winona,44.0505,-91.6684,26083,529.1,55959 55987
Northdale,FL,Florida,Hillsborough,28.1058,-82.5263,26079,1250,33624 33548 33558
Key West,FL,Florida,Monroe,24.5642,-81.7775,26078,1798.2,33040 33041 33045
Franklin,IN,Indiana,Johnson,39.4948,-86.0544,26073,657.6,46131
Keystone,FL,Florida,Hillsborough,28.1312,-82.5999,26059,286.5,33626 33556 33558
Ridgewood,NJ,New Jersey,Bergen,40.9821,-74.1127,26043,1751.3,07450 07451
Hercules,CA,California,Contra Costa,38.0064,-122.2564,26041,1567.9,94547 94572
Fort Mill,SC,South Carolina,York,35.0061,-80.9389,26022,509.8,29715 29716
Cave Spring,VA,Virginia,Roanoke,37.2254,-80.0072,26013,841.5,24018
Rosemount,MN,Minnesota,Dakota,44.7466,-93.0661,25993,301.8,55068
Wilsonville,OR,Oregon,Clackamas,45.3109,-122.7702,25992,1329,97070
Fairland,MD,Maryland,Montgomery,39.0803,-76.9527,25987,2020.8,20866 20904 20905
Lodi,NJ,New Jersey,Bergen,40.8784,-74.0814,25969,4412.7,7644
Palm City,FL,Florida,Martin,27.1735,-80.2862,25957,723.1,34990 34991
Big Spring,TX,Texas,Howard,32.2389,-101.4799,25949,529.7,79720 79721
Columbine,CO,Colorado,Jefferson,39.5879,-105.0694,25940,1509.8,80128 80123
Elk River,MN,Minnesota,Sherburne,45.3314,-93.567,25936,236.6,55330
Grandview,MO,Missouri,Jackson,38.8802,-94.5227,25921,679.5,64030
Bessemer,AL,Alabama,Jefferson,33.3712,-86.9728,25890,247.7,35022 35020
Norfolk,NE,Nebraska,Madison,42.0324,-97.4217,25883,555.9,68701 68702
Colleyville,TX,Texas,Tarrant,32.8913,-97.1486,25876,761.6,76034
Jenks,OK,Oklahoma,Tulsa,35.9981,-95.9736,25872,583.8,74008 74037
El Cerrito,CA,California,Contra Costa,37.9196,-122.3025,25869,2720.2,94530
Chanhassen,MN,Minnesota,Carver,44.8546,-93.5621,25868,490.5,55331 55317 55318
Suitland,MD,Maryland,Prince George's,38.8492,-76.9225,25839,2349.5,20746 20747 20752 20790
Inkster,MI,Michigan,Wayne,42.2935,-83.3148,25839,1595.5,48141
Fort Washington,MD,Maryland,Prince George's,38.7339,-77.0069,25825,722.9,20744 20749
